transaction,address,bedroom,bathroom,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,date_type,date
rent,"Longridge Road, London, SW5",1,1, ,"£1,550",£358,"Unique split level 1 bedroom property in the most convenient and desirable location, Earls Court. The property is within 5 mins walking distance to Earl's Court Station. The flat is in a Victori... ** Property Reference: 1688982 **",Flat,SW5,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134925230#/?channel=RES_LET,Reduced,2023-05-17
rent,Flat 32 George West House,2,, ,"£2,100",£485,"base rent: £2100, deposit: £2423.08, number of bedrooms: 2, size: 452 sq ft, apartment type: apartment, , floor: 3, heating type: central, fully integrated kitchen, unfurnished, stove: induction, open plan kitchen, washer dryer, refurbished, wooden floor…",Flat,Flat 32 George West House,"Akelius Residential Ltd, George West House",rightmove,https://www.rightmove.co.uk/properties/134876717#/?channel=RES_LET, , 
rent,"Friern Park, LONDON",1,1, ,"£1,400",£323,"***RETIREMENT APARTMENT*** OVER 60's ONLY*** A Good Size One Bedroom Second Floor Apartment Situated In This Block Located On Friern Park Just Yards From North Finchley High Road With Its extensive Transport Links And Local Amenities. The property Benefits From Neutral Decor, Semi-Open Kitchen ...",Apartment,LONDON,"Barnard Marcus Lettings, North Finchley Lettings",rightmove,https://www.rightmove.co.uk/properties/134925167#/?channel=RES_LET,Added,2023-05-17
rent,"Zachary House, London, SW9",1,1, ,"£2,000",£462,"We are proud to offer this modern 1 bedroom, 1 bathroom flat in the prestigious Printworks development just 8mins walk from Stockwell and Oval Tube Stations. Available to move in from 5th July 2... ** Property Reference: 1702052 **",Flat,SW9,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134613023#/?channel=RES_LET,Reduced,2023-05-17
rent,Newham London E16,1,1, ,"£1,880",£434,"Available 8th Aug | Fully Furnished | Private Balcony | Approx 545 Sq Ft | Roof Terrace | On-site Resident Service Team | Gym, Lounge and Co-Working Space | Canning Town Station | Canary Wharf in 12 Mins | Liverpool Street in 27 Mins | Award-Winning Private Landlord",Apartment,Newham London E16,"Grainger Plc, South",rightmove,https://www.rightmove.co.uk/properties/134924972#/?channel=RES_LET,Added,2023-05-17
rent,"Television Centre, 101 Wood Lane, London, W12",2,2, ,"£3,200",£738,"Moving City are excited to offer this (826 sq ft) outstanding 2 bedroom, 2 bathroom apartment in the prestigious Television Centre development, W12. Residents will benefit from a range of amenities including 24-hour concierge service, residents lounge, screening room and meeting rooms. The gym o...",Apartment,W12,"Moving City, London",rightmove,https://www.rightmove.co.uk/properties/132675767#/?channel=RES_LET,Reduced,2023-05-17
rent,"Malpas Road, Brockley",4,2, ,"£3,000",£692,"A four double bedroom Victorian house including modern features throughout, two bathrooms and a private rear garden.",House,Brockley,"Dexters, New Cross",rightmove,https://www.rightmove.co.uk/properties/134924921#/?channel=RES_LET,Added,2023-05-17
rent,"Shoreditch High Street, Shoreditch High Street",1,1, ,"£2,250",£519,"A modern one bedroom top floor apartment with private balcony. This apartment which is set at just under 750 Sq ft is located in the heart of Shoreditch and has a large eat in kitchen, main reception area and bedroom as well as a private balcony. The property is available unfurnished.",Flat,Shoreditch High Street,"Dexters, Shoreditch",rightmove,https://www.rightmove.co.uk/properties/134924918#/?channel=RES_LET,Added,2023-05-17
rent,"Cranmer Court, London, SW3",3,3, ,"£5,850","£1,350","Photos coming soon - contact us for What's App walkthrough video! Welcome to an extraordinary three-bedroom apartment in the coveted Cranmer Court, perfect for those with exquisite taste and a penchant for luxury. Boasting an impressive size of approximately 1,367 sqft (127 sqm), this residenc...",Flat,SW3,"Dolce Vita, Mayfair",rightmove,https://www.rightmove.co.uk/properties/134924909#/?channel=RES_LET,Added,2023-05-17
rent,"Coningsby Road, Ealing, W5",1,1, ,"£1,300",£300,"Helliwell & Co is proud to exclusively present an opportunity to rent a beloved piece of Olde Ealing history, in the form of a beautiful conversion flat within the former Lord Coningsby Public House, the legacy of which continues to reverberate around the area. This iconic building boas...",Flat,W5,"Helliwell & Co, Ealing",rightmove,https://www.rightmove.co.uk/properties/134924873#/?channel=RES_LET,Added,2023-05-17
rent,"Great Titchfield Street, Fitzrovia",2,2, ,"£7,150","£1,650",A unique and interior designed two double bedroom 'loft style' apartment on the first floor of this newly renovated former Printing House in the heart of Fitzrovia.,Flat,Fitzrovia,"Dexters, Fitzrovia",rightmove,https://www.rightmove.co.uk/properties/134924879#/?channel=RES_LET,Added,2023-05-17
rent,"Beaconsfield Road, London",3,2, ,"£2,300",£531,"Empire Estates are pleased to present this bright and spacious 3 bedroom flat available to rent in the Willesden/Dollis Hill area. The property is located on the first floor and comprises of a large open plan kitchen/lounge, two double bedrooms, a single bedroom, two bathrooms - a tiled family ba...",Flat,London,"Empire Estates, North West London",rightmove,https://www.rightmove.co.uk/properties/134924741#/?channel=RES_LET,Added,2023-05-17
rent,"Sutherland Avenue, London, W9",1,1, ,"£1,235",£285,"Sutherland Avenue, London W9This is a 1 bed duplex apartement, High Ceiling, wooden floors, very bright, Min Lease 1 yearMax 2 people as a couple",Flat,W9,"Utile Dulci, London",rightmove,https://www.rightmove.co.uk/properties/97068833#/?channel=RES_LET,Added,2023-05-17
rent,"Porchester Square, London, W2",3,3, ,"£5,000","£1,154","Situated in a traditional townhouse on the third floor and overlooking communal gardens, this three-bedroom three bathroom apartment offers fresh, clean interiors. Featuring large sash windows, or... ** Property Reference: 1708713 **",Flat,W2,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134924687#/?channel=RES_LET,Added,2023-05-17
rent,"Cranmer Road, London, E7",2,1, ,"£1,700",£392,"We are proud to offer this delightful 2 bedroom, 1 bathroom flat in a great location. Available to move in from 17 May 2023, this property benefits from garden access. Property is offered unfurni... ** Property Reference: 1709217 **",Flat,E7,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134924696#/?channel=RES_LET,Added,2023-05-17
rent,"Parker Building, London, SE16",2,2, ,"£2,750",£635,Excellent Location. This elegant apartment is set on the fifth floor of the Parker Building and is offered on a furnished basis. The spacious living area comprises a sitting/dining area with dark... ** Property Reference: 1709243 **,Flat,SE16,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134924708#/?channel=RES_LET,Added,2023-05-17
rent,"Plimsoll Building, London, N1C",2,2, ,"£3,750",£865,"A beautifully appointed contemporary Manhattan-style 764 SQ FT living space apartment everything you need right on your doorstep!On entering the building, you meet the welcoming Concierge within t... ** Property Reference: 1704791 **",Flat,N1C,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134924714#/?channel=RES_LET,Added,2023-05-17
rent,"Lordsmead Road, London, N17",1,1, ,"£1,875",£433,"Lovely bright large first floor period conversion. Interior designed, newly refurbished and coming fully furnished with tasteful furnishings.Video link available.A perfect home for a professional... ** Property Reference: 1709177 **",Flat,N17,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134924660#/?channel=RES_LET,Added,2023-05-17
rent,Narborough Street Fulham SW6,1,1, ,"£1,850",£427,A must see bright and spacious one bedroom first-floor flat with a south-facing balcony/terrace located on a quiet road in the Sands End area.,Flat,Narborough Street Fulham SW6,"Kinleigh Folkard & Hayward - Lettings, Fulham and Chelsea",rightmove,https://www.rightmove.co.uk/properties/134924645#/?channel=RES_LET,Added,2023-05-17
rent,"Uncle Stockwell, 60 Courland Grove, London, SW8",,1, ,"£1,450",£335,"Available to rent NOW! Spring Deal limited time. r UNCLE Stockwell has had a makeover! Spacious, luxury studio apartments with designer furnishings.",Apartment,SW8,"Life Residential, Nine Elms Riverside Office - Lettings",rightmove,https://www.rightmove.co.uk/properties/134924642#/?channel=RES_LET,Added,2023-05-17
rent,"Bravington Road, London, W9",1,1, ,"£1,790",£413,Bright and spacious 1 bedroom flat in Queen's Park (4 mins walk from tube) perfect for double/single occupancy in a quiet area. Available to move in from 20th/21st May 2023. Fully furnished flat... ** Property Reference: 1704779 **,Flat,W9,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134924639#/?channel=RES_LET,Added,2023-05-17
rent,"Deeley Road, London, SW8",2,1, ,"£1,900",£438,Bright and spacious 2 bed flat close to excellent transport links. Available from 15 June ** Part furnished **. The property has: -two double bedrooms with wardrobes and space for desks -a l... ** Property Reference: 1708318 **,Flat,SW8,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134924654#/?channel=RES_LET,Added,2023-05-17
rent,"Riverleigh Court, London, E4",2,1, ,"£1,500",£346,"This great two bedroom flat is set on the first floor of a purpose-built block, offering a bright reception room, two good-sized bedrooms, and benefits from a brand new modern kitchen. *Key Fea... ** Property Reference: 1689225 **",Flat,E4,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134924627#/?channel=RES_LET,Added,2023-05-17
rent,"Sutherland Avenue, London, W9",1,1, ,"£1,343",£310,"Sutherland Avenue, London W9This is a 1 bed duplex apartement, High Ceiling, wooden floors, very bright, Min Lease 1 yearMax 2 people as a couple",Flat,W9,"Utile Dulci, London",rightmove,https://www.rightmove.co.uk/properties/106328987#/?channel=RES_LET,Added,2023-05-17
rent,"Clarendon Road, Ladbroke Grove W11",2,, ,"£1,733",£400,"Black Katz are proud to offer this charming two double bedroom flat located in the heart of Ladbroke Grove. Recently re-decorated and well-proportioned, this flat is situated on the fifth floor of a purpose built block comprising, a bright reception room, fully fitted kitchen, two double bedrooms...",Flat,Ladbroke Grove W11,"Black Katz, Camden",rightmove,https://www.rightmove.co.uk/properties/134924474#/?channel=RES_LET,Added,2023-05-17
rent,"Rectory Road, London, N16",3,1, ,"£2,100",£485,"Lettings of London is pleased to offer this lovely First Floor 2 DOUBLE BEDROOM FLAT Split level flat close to Stoke Newington & Rectory Road N16. Central Location. Suit Trains, high Street, DALSTON, Kingsland. Suit professional tenants only. AVAIL LATE JUNE",Flat,N16,"Lettings of London Ltd, Whetstone",rightmove,https://www.rightmove.co.uk/properties/134924417#/?channel=RES_LET,Added,2023-05-17
rent,"Arco Walk, Highgate Road, Kentish Town, NW5",4,3, ,"£9,990","£2,305",An exciting opportunity to rent a stunning brand new 3/4 bed town house close to Hampstead Heath and Parliament Hill Fields. Perfect for transport links from Kentish Town ( Northern Line) Tube /Train Station and Gospel Oak Overground.,Terraced,NW5,"Martyn Gerrard, Kentish Town",rightmove,https://www.rightmove.co.uk/properties/133869734#/?channel=RES_LET,Added,20/04/2023
rent,"Uncle Stockwell, 60 Courland Grove, London, SW8",,1, ,"£1,380",£318,"Available to rent NOW! Spring Deal limited time. Sign up by end April. UNCLE Stockwell has had a makeover! Spacious, luxury studio apartments with designer furnishings.",Apartment,SW8,"Life Residential, Nine Elms Riverside Office - Lettings",rightmove,https://www.rightmove.co.uk/properties/134924333#/?channel=RES_LET,Added,2023-05-17
rent,"Bowery Apartments, Fountain Park Way W12",1,1, ,"£3,012",£695,"This magnificent one-bedroom flat, located in the centre of Bowery Apartments and a part of the exclusive White City Living development, is proudly offered by Flagstones Property Group. The home includes a huge open-plan kitchen/reception area, modern bathroom, bright bedroom and private...",Flat,Fountain Park Way W12,"Flagstones Property Group, Northwood",rightmove,https://www.rightmove.co.uk/properties/134924291#/?channel=RES_LET,Added,2023-05-17
rent,"Archie Street, Tower Bridge, SE1",2,2, ,"£3,000",£692,"A beautiful two bedroom live/work apartment moments from fashionable Bermondsey Street. The property features a spacious open plan kitchen and reception room with wood floors, two generous double bedrooms and two bathrooms (one en-suite).",Flat,SE1,"Chestertons Estate Agents, Tower Bridge Lettings",rightmove,https://www.rightmove.co.uk/properties/134924168#/?channel=RES_LET,Added,2023-05-17
rent,"Eaton Place, Belgravia, SW1X",2,2, ,"£21,233","£4,900","SHORT LET - Exquisite first floor lateral apartment, recently refurbished throughout to exacting standards. Offering high ceilings, large windows, beautiful wood flooring and four separate balconies.",Flat,SW1X,"Chestertons Estate Agents, Knightsbridge Lettings",rightmove,https://www.rightmove.co.uk/properties/134924162#/?channel=RES_LET,Added,2023-05-17
rent,"Renters Avenue, Hendon, London",3,2, ,"£1,900",£438,"Three double bedroom ground floor flat with own private landscaped garden. Benefits include: own garden, en suite bathroom, shower room, modern kitchen, own parking space, convenient location. Offered part furnished and is available immediately. Deposit: £2,192 Council Tax Band: C",Flat,London,"Squires Estates, Hendon",rightmove,https://www.rightmove.co.uk/properties/134638961#/?channel=RES_LET,Reduced,2023-05-17
rent,"Hampton Tower, South Quay Plaza, E14",2,2, ,"£4,500","£1,038","*A walk-through video tour is available.* This beautiful two-bedroom apartment is situated on the 32nd floor of Hampton Tower, South Quay Plaza, the most exciting new residential building in Canary Wharf, E14.",Apartment,E14,"Crown Home Buying & Letting, London",rightmove,https://www.rightmove.co.uk/properties/134841794#/?channel=RES_LET,Added,2023-05-17
